"Brand","category_option","collection_available","Colour","condition","condition_option","courier_collection_allowed","cover_image","delivery_class","delivery_estimates_enabled","delivery_method","Delivery_type","description","image","images","imagestext","Location_Geo","price","quantity_available","rating","rating_option","title","type","URL_Slug","user:location","repair_images","current_supabase_images","image_status","expected_image_count","imported_image_count","notes"
"","","yes","","Like New","","","","Van","","","","Gym quality exercise bike inc. Go Console and manual. List price is £1645 and discounted new cost is £1445 (fitshop.co.uk). Purchased to get fit for cancer surgery last year and no longer needed.
Collection only from YO51 - you'll need a van or large estate as it does not dismantle (it came in a Berlingo van - but only just!).
Would consider swapping for Stressless Recliner and stool.","","","https://equipd.co.uk/fileupload/f1774967841003x877082264455266400/IMG_3239.jpg , https://equipd.co.uk/fileupload/f1774967843350x574084759874693600/IMG_3240.jpg , https://equipd.co.uk/fileupload/f1774967846521x678160874067522700/IMG_3241.jpg","York, UK","225","0","Home Use","","Life Fitness C3 Exercise Bike with Go Console","Upright Bikes","-upright-bikes-york","","","0","OK","3","0","Importer skip: quantity_available=0 (sold/unavailable); All fileupload URLs failed (private CDN / expired equipd.co.uk SSL)"
"Life Fitness","","yes","","Like New","","no","","Pallet Delivery","","","","Amazing condition. Had for only a year. Selling as upgrading to a much more expensive kit. 

Perfect for home gyms. Great space saver.

Visit this link for all details 

https://www.fitness-superstore.co.uk/life-fitness-g7-cable-motion-gym-tower-only.html","","","https://equipd.co.uk/fileupload/f1775241824983x403863409092196860/IMG_3250.jpg","Castleford, UK","1400","1","Light Commercial","","Life Fitness G7 Cable Motion Gym - Tower Only","Dual Cable Pulley","life-fitness-dual-cable-pulley-castleford","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Technogym","","yes","","Used","","no","","2-man Delivery","","","","MAKE ME A OFFER THIS IS NOT FREE

Selling my Technogym Excite 700i Wave, a high-quality commercial cardio machine used in professional gyms. Technogym is one of the top fitness equipment brands, built to last and extremely smooth to use.

The machine is fully working and in great condition. Only selling because I’m changing my home gym setup.

Perfect for:
Home gyms
Personal training studios
Physiotherapy / rehab use

Features:
• Smooth full-body cardio workout
• Commercial gym build quality
• LED console showing time, calories, distance and heart rate
• Very solid and reliable machine
This machine cost thousands new and is built to a much higher standard than typical home gym equipment.

Collection only as it is a heavy commercial machine.
Open to sensible offers.","","","https://equipd.co.uk/fileupload/f1775293745321x371318635281334700/IMG_3252.jpg , https://equipd.co.uk/fileupload/f1775293746903x584717526263136400/IMG_3253.jpg , https://equipd.co.uk/fileupload/f1775293751006x435697318507765500/IMG_3254.jpg , https://equipd.co.uk/fileupload/f1775293751683x205972003664365950/IMG_3255.jpg","Rotherham, UK","300","1","Full Commercial","","Technogym Excite 700i Wave – Commercial Gym Cardio Machine – Excellent Condition","Crosstrainers","technogym-crosstrainers-rotherham","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Water Rower","","yes","","Like New","","","","Van","","","","WaterRower (original oak) 

S4 performance monitor

Excellent condition

Collection from Leeds","","","https://equipd.co.uk/fileupload/f1775293938602x309144865196668160/IMG_3256.jpg , https://equipd.co.uk/fileupload/f1775293940216x288711485282872500/IMG_3257.jpg , https://equipd.co.uk/fileupload/f1775293942718x665810097680673500/IMG_3258.jpg , https://equipd.co.uk/fileupload/f1775293944603x410517386765506560/IMG_3259.jpg","Leeds, UK","295","1","Home Use","","WaterRower with S4 Performance Monitor","Rowers","water-rower-rowers-leeds","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"PowerBlock","","yes","","Like New","","no","","Courier","","","","Powerblock Pro EXP Dumbbells

Some of the best adjustable dumbbells on the market

41kg/90lb per hand

Comes with four 1kg adder weights

Stand included

Everything works perfectly, never been dropped

Collection from Leeds","","","https://equipd.co.uk/fileupload/f1775294240717x865045022912808800/IMG_3260.jpg , https://equipd.co.uk/fileupload/f1775294242452x301023309791818900/IMG_3261.jpg , https://equipd.co.uk/fileupload/f1775294245096x365962266688085060/IMG_3262.jpg","Leeds, UK","495","1","Home Use","","Powerblock Pro EXP Adjustable Dumbbells  (41kg per hand)","Dumbbells","powerblock-dumbbells-leeds","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Peloton","","yes","","Like New","","no","","Van","","","","Peloton Bike + for sale. Approx 3 years old, much loved, but moving house is forcing the sale. The screen rotates to support floor workouts. Includes a couple of light weights. Peloton subscription required. Pick up only from HD9. Competitively priced, but feel free to make a reasonable offer. ","","","https://equipd.co.uk/fileupload/f1775467181629x746214611948494100/661123416_960546796336960_3205528140848921804_n.jpg","Holmfirth HD9, UK","450","1","Home Use","","Peloton Bike + For Sale","Spin Bikes","peloton-spin-bikes-holmfirth","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Peloton","","yes","","Like New","","no","","2-man Delivery","","","","Peloton treadmill. Excellent condition. Collection Escrick (near York)","","","https://equipd.co.uk/fileupload/f1775467294761x647651959404796900/665914799_795740626937044_150519125167624666_n.jpg , https://equipd.co.uk/fileupload/f1775467284984x969235935752311400/661814098_3219135374934245_9035674228418210645_n.jpg , https://equipd.co.uk/fileupload/f1775467286158x437183126952983550/662368963_701591436348861_2581908801509411175_n.jpg , https://equipd.co.uk/fileupload/f1775467288033x419712125433565630/663159228_2381030862414460_2776602480742363056_n.jpg","York, UK","2000","1","Home Use","","Peloton treadmill","Treadmills","peloton-treadmills-york","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","New","","no","","Courier","","","","Brand new never been used adjustable weights and exercise bike collection only ","","","https://equipd.co.uk/fileupload/f1775760869335x670459751414193900/666582666_1699226364846139_1838876189703612979_n.jpg , https://equipd.co.uk/fileupload/f1775760862697x657007045259022200/669084323_1260220669555773_8781593747469162383_n.jpg , https://equipd.co.uk/fileupload/f1775760849543x799039682400900100/664373215_1293315939559129_8279068791575647902_n.jpg","Leeds, UK","250","1","Home Use","","Adjustable weights and exercise bike","Dumbbells","other-dumbbells-leeds","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Like New","","no","","2-man Delivery","","","","Bought for £1799. High-end JTX Sprint-9 Pro Smart Treadmill for sale – gym-quality machine ideal for serious home training.

This is a semi-commercial treadmill with a powerful 4HP motor, built to handle heavy use and high speeds. Perfect for running, incline training, or walking workouts.","","","https://equipd.co.uk/fileupload/f1775818441955x103211561267382740/660466035_1609566246976045_6306863339019634598_n.jpg","Leeds, UK","750","1","Full Commercial","","JTX Sprint-9 Pro Smart Gym Treadmill – Commercial Quality","Treadmills","other-treadmills-leeds","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"FluidRower","","yes","","Like New","","no","","Van","","","","Water rowing machine - FluidRower Neon Plus Fluid Rower (Adjustable Resistance)

My own comments from use: 

Easy to use
Quiet to use
Can easily adjust resistance 
Excellent condition from
Being stored in our gym area 
Stores in an upright position which saves space ! 

No longer in stock.

Originally purchased for £799. 

Information from site we bought it from: 

Designed for progressive training, NEON’s twin tank facilitates speed and endurance training allowing the user to find a level of Fluid Force that’s challenging. Engaging the upper and lower core muscles simultaneously, NEON’s flexible range will inspire you to train harder and fire up an unbeatable rowing technique. Four levels of Fluid Force move resistance from feather-light to Olympic Sprint at the turn of a dial, with the unique triple bladed impeller and baffled tank internals delivering instant catch and consistent resistance throughout the whole stroke. Complete with a multilevel monitor, with additional USB port, you can view time, distance, 500m split time, strokes per minute, calories per hour, watts and heart rate. Key comfort features come in the form of a contoured seat with textured finish to prevent slipping, that delivers a silent, smooth action. An ergonomic handle minimises strain on hands, wrists and forearms, and height-adjustable footplates ensure optimal foot placement and a comfortable rowing position. Boasting a compact footprint, the NEON Plus can be stored vertically, and easily moved thanks to built-in transport wheels.","","","https://equipd.co.uk/fileupload/f1775849671606x846900020676682400/IMG_3315.jpg , https://equipd.co.uk/fileupload/f1775849666231x590354714390312300/IMG_3320.jpg , https://equipd.co.uk/fileupload/f1775849667864x940432258113202700/IMG_3319.jpg , https://equipd.co.uk/fileupload/f1775849672349x470358209749067500/IMG_3318.jpg , https://equipd.co.uk/fileupload/f1775849676563x482166548069389500/IMG_3317.jpg , https://equipd.co.uk/fileupload/f1775849674716x495138172990047940/IMG_3316.jpg","Sheffield, UK","475","1","Home Use","","Fluid rowing machine Neon Plus Fluid Rower (Adjustable Resistance)","Rowers","fluidrower-rowers-sheffield","","","0","ZERO_IMAGES","6","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Xterra Fitness","","yes","","Like New","","no","","2-man Delivery","","","","Xterra fitness trx3500 treadmill with incline £1500 brand new","","","https://equipd.co.uk/fileupload/f1775856091231x751253872690605300/IMG_3323.jpg , https://equipd.co.uk/fileupload/f1775856093135x130191697817325650/IMG_3322.jpg","Leeds, UK","350","1","Home Use","","Xterra fitness trx3500 treadmill","Treadmills","xterra-fitness-treadmills-leeds","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"","","yes","","Used","","","","2-man Delivery","","","","Cybex Pro + Treadmill - a commercial-grade treadmill designed for durability, featuring Stableflex™ suspension, a 180kg max user weight, and speeds up to 12.4 mph.

This is not like the cheap stuff you can buy from Argos!

**Was once located in the England RU gym at Twickenham.**

Same model selling for over £1000 2nd hand on eBay (see pic with highlighted price)
£600 or very near offer for quick sale due to imminent house move.

Circa 2m long x 80cm wide x 1.5m tall.

Collection only from Harden, Bingley. 
Will need a van - it’s a substantial machine that I’m happy to help lift but will need some support!","","","https://equipd.co.uk/fileupload/f1776003335225x838328511857289900/IMG_3324.jpg , https://equipd.co.uk/fileupload/f1776003327259x417963555004638500/IMG_3325.jpg , https://equipd.co.uk/fileupload/f1776003328925x349031379993669500/IMG_3326.jpg","Bingley, UK","600","1","Full Commercial","","Treadmill - Cybex Pro +","Treadmills","-treadmills-bingley","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Like New","","no","","Van","","","","We bought this with every intention of using it, but unfortunately we just don’t!
It’s in excellent condition. Would be a great addition to anyone’s home gym.
Can deliver for diesel. Otherwise would require two to collect.
Any questions please ask.
Open to offers.","","","https://equipd.co.uk/fileupload/f1776003677656x614933717561412240/IMG_3329.jpg , https://equipd.co.uk/fileupload/f1776003679298x352951665860113700/IMG_3330.jpg , https://equipd.co.uk/fileupload/f1776003667121x810150079006850000/IMG_3333.jpg , https://equipd.co.uk/fileupload/f1776003669174x708541477668114400/IMG_3332.jpg , https://equipd.co.uk/fileupload/f1776003671682x830130694000072100/IMG_3331.jpg","Pontefract WF8, UK","325","1","Full Commercial","","Strongology Assault bike for sale","Assault Bikes","other-assault-bikes-pontefract","","","0","ZERO_IMAGES","5","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Matrix Fitness","","yes","","Used","","no","","Pallet Delivery","","","","Used good condition 

Collection on from 18th May ","","","https://equipd.co.uk/fileupload/f1776189979305x820794583575117300/648876327_1241070497733478_5727346758598296410_n.jpg , https://equipd.co.uk/fileupload/f1776189977374x326871997501338100/651853574_1451688646682391_1136241894859368073_n.jpg","Harrogate, UK","3000","1","Full Commercial","","Matrix Climbmill","Stairclimbers","matrix-fitness-stairclimbers-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"StairMaster","","yes","","Used","","no","","Pallet Delivery","","","","Used good condition 

Collection only from 18th May ","","","https://equipd.co.uk/fileupload/f1776190038405x424689683558990600/647138647_943804531438169_6832072635971404378_n.jpg , https://equipd.co.uk/fileupload/f1776190039776x539844614608314900/666380898_1490684849318611_472662220933389373_n.jpg","Harrogate, UK","1400","1","Full Commercial","","Stairmaster","Stairclimbers","stairmaster-stairclimbers-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Taurus","","yes","","Used","","no","","Van","","","","Taurus ergo assault bike 

Used good condition 

Collection only from 18th May ","","","https://equipd.co.uk/fileupload/f1776190094536x420324278339077250/647138647_1915060556042513_778281115121096871_n.jpg","Harrogate, UK","800","1","Full Commercial","","Taurus ergo assault bike","Assault Bikes","taurus-assault-bikes-harrogate","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Matrix Fitness","","yes","","Used","","no","","Van","","","","

Used good condition 

Collection only from 18th May ","","","https://equipd.co.uk/fileupload/f1776190138718x641083049571698200/649170621_1122196746694634_446592632322168704_n.jpg","Harrogate, UK","500","2","Full Commercial","","Matrix rowing machine x2 available","Rowers","matrix-fitness-rowers-harrogate","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"","","yes","","Used","","","","2-man Delivery","","","","Spirt fitness recumbent bike 


Used good condition 

Collection only from 18th May ","","","https://equipd.co.uk/fileupload/f1776190306464x845599046896204000/652672043_3867779153523189_8429216555597001512_n.jpg","Harrogate, UK","400","1","Full Commercial","","Spirit fitness cr800 recumbent bike","Recumbent Bikes","-recumbent-bikes-harrogate","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Spirit Fitness","","yes","","Used","","no","","Van","","","","Spirt fitness upright bike 


Used good condition 

Collection only from 18th May ","","","https://equipd.co.uk/fileupload/f1776190247440x506491015359083800/651630218_1999735460754983_8547647533900542435_n.jpg , https://equipd.co.uk/fileupload/f1776190249079x846230829571894600/647266652_857928900590059_1599815271793773567_n.jpg","Harrogate, UK","400","1","Full Commercial","","Spirit fitness upright bike","Upright Bikes","spirit-fitness-upright-bikes-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Cybex","","yes","","Used","","no","","2-man Delivery","","","","Cyclone Cybex recumbent bike 


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190351276x282303760541358530/648448373_950809834187338_8080499184073949701_n.jpg , https://equipd.co.uk/fileupload/f1776190352713x417170012132873660/651892399_1574222547138628_856577946355707370_n.jpg","Harrogate, UK","400","1","Full Commercial","","Cyclone Cybex recumbent bike","Recumbent Bikes","cybex-recumbent-bikes-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Cybex","","yes","","Used","","no","","Van","","","","Cyclone Cybex upright bike


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190389537x441606505169767740/650907941_954049330385411_6641105181123677916_n.jpg , https://equipd.co.uk/fileupload/f1776190391386x602883995473305000/647266652_857928900590059_1599815271793773567_n.jpg","Harrogate, UK","400","1","Full Commercial","","Cyclone Cybex upright bike","Upright Bikes","cybex-upright-bikes-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Spirit Fitness","","yes","","Used","","no","","Van","","","","Spirit fitness ce800 cross trainers x2 available


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190426657x538701762208370500/649080260_1516968339880423_1870806828703256406_n.jpg","Harrogate, UK","700","1","Full Commercial","","Spirit fitness ce800 cross trainers x2 available","Upright Bikes","spirit-fitness-upright-bikes-harrogate","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Primal","","yes","","Like New","","no","","Van","","","","Primal Commercial Benches Green And Black


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190467525x164265974868073700/650345957_1658052848662325_3052844496582577231_n.jpg , https://equipd.co.uk/fileupload/f1776190469110x897742006948820200/651503288_894670583536414_1496043404151188927_n.jpg","Harrogate, UK","300","3","Full Commercial","","Primal Commercial Benches Green And Black","Bench","primal-bench-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Used","","no","","Courier","","","","2.5kg-50kg dumbbells and racks

Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190525146x103391702401107500/652510226_1611852799940189_4117889532991302980_n.jpg , https://equipd.co.uk/fileupload/f1776190526683x817726536780101200/649680057_1438482064672609_6882659174060453443_n.jpg","Harrogate, UK","3500","1","Full Commercial","","2.5kg-50kg dumbbells and racks","Dumbbells","other-dumbbells-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Technogym","","yes","","Used","","no","","Pallet Delivery","","","","Technogym	Upright row


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190593470x413108116503510400/647138665_915620554410433_5451664525203427600_n.jpg , https://equipd.co.uk/fileupload/f1776190594857x216707382674553150/666545265_2488188331613787_8323069881227417777_n.jpg","Harrogate, UK","600","1","Full Commercial","","Technogym	Upright row","Pin Loaded Machine","technogym-pin-loaded-machine-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Spirit Fitness","","yes","","Used","","no","","Pallet Delivery","","","","spirit of fitness shoulder press


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190642910x568635915706173600/649477961_3400369916780951_6895091686916745706_n.jpg , https://equipd.co.uk/fileupload/f1776190641229x844883755643687400/647174421_2093511394757723_8891874419481329323_n.jpg","Harrogate, UK","350","1","Full Commercial","","Spirit of fitness shoulder press","Pin Loaded Machine","spirit-fitness-pin-loaded-machine-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Used","","no","","Pallet Delivery","","",""," dual pulley machine


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190682676x380648253474755100/650343735_1257125006537194_275090819022564767_n.jpg , https://equipd.co.uk/fileupload/f1776190684701x207197799011505470/649881299_1294887375894940_1487154929821709799_n.jpg","Harrogate, UK","800","1","Full Commercial",""," dual pulley machine","Dual Cable Pulley","other-dual-cable-pulley-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Matrix Fitness","","yes","","Used","","no","","2-man Delivery","","","","Matrix treadmills


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190763573x266631235115353470/647541539_4402051576737103_4669208485934724127_n.jpg , https://equipd.co.uk/fileupload/f1776190765043x877374539040654000/649524150_2535863876855491_4890916315562670565_n.jpg","Harrogate, UK","1250","4","Full Commercial","","Matrix treadmills","Treadmills","matrix-fitness-treadmills-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Used","","no","","Van","","","","Ski erg machine


Used good condition 

Collection only from 18th May","","","https://equipd.co.uk/fileupload/f1776190848640x634474462141502300/591995324_1287969119927077_2872182435571883124_n.jpg , https://equipd.co.uk/fileupload/f1776190850319x130511301261516000/670376752_931802206308348_8942829662459274512_n%20%281%29.jpg","Harrogate, UK","500","1","Full Commercial","","Ski erg machine","Skierg","other-skierg-harrogate","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Bowflex","","yes","","Like New","","no","","2-man Delivery","","","","Only used 2-3 times, Bowflex Cross trainers.
£1,800 each as new, £800 the pair or happy to negotiate individually. Buyer collect please...BD20. Please message me if interested.","","","https://equipd.co.uk/fileupload/f1776365542652x932424163997917800/671644288_2575131844170716_4099941457595435641_n.jpg , https://equipd.co.uk/fileupload/f1776365537248x302469336307484400/668946165_2792529334446693_7374584971032377226_n.jpg , https://equipd.co.uk/fileupload/f1776365538541x571693674597532300/666953519_948887501219865_7875120100278334249_n.jpg , https://equipd.co.uk/fileupload/f1776365541391x411968037483461100/667532633_1460966688735983_7829760962062296635_n.jpg","Keighley, UK","800","2","Home Use",""," Bowflex Cross Trainers","Crosstrainers","bowflex-crosstrainers-keighley","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Taurus","","yes","","Like New","","no","","Van","","","","Like new fully working bike ","","","https://equipd.co.uk/fileupload/f1776365658109x413989034583260600/671825823_26756182550739101_3888110061846322107_n.jpg","Barnsley, UK","250","1","Full Commercial","","Taurus ic50 exercise spin bike","Spin Bikes","taurus-spin-bikes-barnsley","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"NordicTrack","","yes","","Like New","","no","","2-man Delivery","","","","I am selling my treadmill as I am moving home. Its really in a good condition. Pls collection only","","","https://equipd.co.uk/fileupload/f1776365837705x692037976168987400/Screenshot%202026-04-16%20195619.png , https://equipd.co.uk/fileupload/f1776365839330x385148429374989200/664322438_1604040270833904_2577585261747893026_n.jpg , https://equipd.co.uk/fileupload/f1776365841921x412547827576674750/662712849_1322699473242824_1664092292554641068_n.jpg","Sheffield, UK","300","1","Home Use","","NordicTrack Treadmill","Treadmills","nordictrack-treadmills-sheffield","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"","","yes","","Used","","yes","","2-man Delivery","","","","Life fitness whisper e stride x7 cross trainer. Commercial gym reconditioned cross trainer no longer required. I need to sell this to make space as soon as possible hence the price. Sell for substantially more online. This will take two strong adults to move. Me and my daughter could not lift it. Collection only van will be required.","","","https://equipd.co.uk/fileupload/f1776632311105x481593784585949700/IMG_3355.jpg , https://equipd.co.uk/fileupload/f1776632314282x271153836620766660/IMG_3356.jpg , https://equipd.co.uk/fileupload/f1776632305845x585724761865265000/IMG_3358.jpg , https://equipd.co.uk/fileupload/f1776632308112x704160018328086000/IMG_3357.jpg","Mansfield, UK","500","1","Home Use","","Life Fitness Whisper E Stride X7 Cross trainer","Crosstrainers","-crosstrainers-mansfield","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Stages Cycling","","yes","","Used","","yes","","Van","","","","Spinner NXT spin bike. Really good condition only selling as too big. £100 Ono","","","https://equipd.co.uk/fileupload/f1777104745938x620476528003900400/IMG_3372.jpg , https://equipd.co.uk/fileupload/f1777104736930x237861562054103580/IMG_3373.jpg , https://equipd.co.uk/fileupload/f1777104738791x814944507109226500/IMG_3374.jpg","Leeds, UK","100","1","Full Commercial","","Stages Spin Bike","Spin Bikes","stages-cycling-spin-bikes-leeds","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Taurus","","yes","","Like New","","no","","Van","","","","Bought a few months ago, just before I started with back pain issues. Actually only used it 3 or 4 times. The Biker is virtually new.
Priced to sell.

No offers please, price as is. While ever you can see the Bike it is still for sale.

https://www.fitshop.co.uk/taurus-ub9.9-light-commercial-upright-exercise-bike-cveb2514?gad_source=1&gad_campaignid=21159651291&gclid=CjwKCAjwtcHPBhADEiwAWo3sJsSNIWNeLmt3XWf8rnYOYoXM9R2KkzGOYJdDnk2qZ63nEUgLveeszhoCJaAQAvD_BwE","","","https://equipd.co.uk/fileupload/f1778057357573x340252499546836350/IMG_3392.jpg , https://equipd.co.uk/fileupload/f1778057359596x305961717765878460/IMG_3393.jpg , https://equipd.co.uk/fileupload/f1778057361656x907745375698247800/IMG_3394.jpg , https://equipd.co.uk/fileupload/f1778057363503x998972838893741800/IMG_3395.jpg","Pontefract WF8, UK","500","1","Full Commercial","","Taurus Exercise Bike Brand New","Upright Bikes","taurus-upright-bikes-pontefract","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Concept2","","yes","","Used","","yes","","Van","","","","Machine has had light home use and only stored inside the house. Can deliver locally for small agreed fee.","","","https://equipd.co.uk/fileupload/f1778419326568x815587763533847900/IMG_3405.jpg , https://equipd.co.uk/fileupload/f1778419332029x810294718422215200/IMG_3406.jpg , https://equipd.co.uk/fileupload/f1778419336324x675922938130291000/IMG_3407.jpg , https://equipd.co.uk/fileupload/f1778419340616x626065143539213900/IMG_3408.jpg","Huddersfield, UK","690","1","Full Commercial","","Concept 2 rowing machine with PM5 monitor","Rowers","concept2-rowers-huddersfield","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
